customer_id,num_orders,spent_amount,installments,age,potential
CUST02680,4,5587.18,12,40,MEDIUM
CUST02681,1,2119.91,5,67,LOW
CUST02682,16,6752.78,17,49,MEDIUM
CUST02683,4,6406.06,12,26,MEDIUM
CUST02684,17,4952.41,20,50,MEDIUM
CUST02685,11,6821.09,12,64,MEDIUM
CUST02686,14,1096.96,9,36,LOW
CUST02687,13,8999.25,10,48,HIGH
CUST02688,12,221.74,20,27,LOW
CUST02689,8,399.23,6,28,LOW
CUST02690,3,5686.5,16,40,MEDIUM
CUST02691,10,1604.72,20,68,LOW
CUST02692,2,4527.93,8,42,MEDIUM
CUST02693,6,7068.16,9,47,MEDIUM
CUST02694,8,7144.59,9,21,MEDIUM
CUST02695,2,6976.33,6,50,MEDIUM
CUST02696,12,7379.53,10,36,MEDIUM
CUST02697,7,4635.68,2,36,MEDIUM
CUST02698,19,9518.92,2,48,HIGH
CUST02699,8,4241.13,15,23,MEDIUM
CUST02700,18,2781.58,13,22,MEDIUM
CUST02701,13,1393.64,9,63,LOW
CUST02702,5,6804.46,11,30,MEDIUM
CUST02703,4,3245.26,13,55,MEDIUM
CUST02704,12,5030.66,21,46,MEDIUM
CUST02705,9,542.74,21,32,LOW
CUST02706,18,6251.42,4,62,MEDIUM
CUST02707,14,6249,16,21,MEDIUM
CUST02708,4,4366.3,15,22,MEDIUM
CUST02709,6,1310.8,14,56,LOW
CUST02710,12,522.61,1,67,LOW
CUST02711,4,1131.36,11,25,LOW
CUST02712,18,8001.25,5,36,HIGH
CUST02713,3,9047.92,6,46,HIGH
CUST02714,4,7038.81,3,46,MEDIUM
CUST02715,10,5469.35,19,37,MEDIUM
CUST02716,14,6611.57,22,67,MEDIUM
CUST02717,8,2884.95,3,30,MEDIUM
CUST02718,5,1438.1,17,45,LOW
CUST02719,16,3403.37,6,44,MEDIUM
CUST02720,18,6790.32,1,21,MEDIUM
CUST02721,19,4471.8,1,42,MEDIUM
CUST02722,17,7905.3,8,62,HIGH
CUST02723,16,5743.07,17,33,MEDIUM
CUST02724,2,2322.37,2,20,LOW
CUST02725,10,4321.12,13,37,MEDIUM
CUST02726,10,3894.4,4,45,MEDIUM
CUST02727,8,1309.13,18,66,LOW
CUST02728,11,6916.95,18,35,MEDIUM
CUST02729,14,8385.39,20,31,HIGH
CUST02730,8,2368.79,15,24,LOW
CUST02731,12,3633.99,2,36,MEDIUM
CUST02732,17,6172.57,3,65,MEDIUM
CUST02733,14,8228.45,6,68,HIGH
CUST02734,7,2694.88,9,21,MEDIUM
CUST02735,7,3702.35,11,28,MEDIUM
CUST02736,15,3263.41,18,27,MEDIUM
CUST02737,17,1316.75,6,67,LOW
CUST02738,6,932.5,19,47,LOW
CUST02739,6,5820.11,12,39,MEDIUM
CUST02740,7,3928.06,20,54,MEDIUM
CUST02741,11,9236.7,6,44,HIGH
CUST02742,2,6131.25,16,28,MEDIUM
CUST02743,6,6393.29,15,45,MEDIUM
CUST02744,14,9818.72,6,25,HIGH
CUST02745,4,2369.82,6,36,LOW
CUST02746,4,8240.92,10,38,HIGH
CUST02747,16,8402.52,2,28,HIGH
CUST02748,8,7592.12,22,69,HIGH
CUST02749,19,5622.71,13,57,MEDIUM
CUST02750,19,1333.08,6,69,LOW
CUST02751,17,7971.37,11,51,HIGH
CUST02752,2,9738,14,50,HIGH
CUST02753,14,7940.4,14,66,HIGH
CUST02754,10,737.29,18,35,LOW
CUST02755,17,1924.14,19,34,LOW
CUST02756,2,1741.71,6,36,LOW
CUST02757,17,3770.19,16,37,MEDIUM
CUST02758,15,6454.29,23,43,MEDIUM
CUST02759,8,3602.38,13,35,MEDIUM
CUST02760,2,7298.74,7,30,MEDIUM
CUST02761,3,8832.21,20,64,HIGH
CUST02762,4,5984.96,7,68,MEDIUM
CUST02763,10,9175.56,13,42,HIGH
CUST02764,12,8813.63,1,69,HIGH
CUST02765,4,5794.45,6,54,MEDIUM
CUST02766,15,8435.22,7,30,HIGH
CUST02767,10,8610.6,17,43,HIGH
CUST02768,16,2991.11,7,22,MEDIUM
CUST02769,10,4644.05,4,35,MEDIUM
CUST02770,2,3413.85,2,19,MEDIUM
CUST02771,12,4164.96,6,40,MEDIUM
CUST02772,18,8270.6,14,57,HIGH
CUST02773,17,1653.02,21,29,LOW
CUST02774,3,4965.66,1,24,MEDIUM
CUST02775,17,9915.83,5,19,HIGH
CUST02776,3,9840.13,15,42,HIGH
CUST02777,14,9288.75,10,26,HIGH
CUST02778,4,3414.12,18,49,MEDIUM
CUST02779,15,6792.5,22,55,MEDIUM
CUST02780,3,3536.49,5,61,MEDIUM
CUST02781,17,1543.62,21,37,LOW
CUST02782,14,2921.18,3,31,MEDIUM
CUST02783,16,1471.49,10,69,LOW
CUST02784,12,3958.86,23,68,MEDIUM
CUST02785,12,6265.92,19,52,MEDIUM
CUST02786,13,447.32,5,40,LOW
CUST02787,9,2798.85,10,42,MEDIUM
CUST02788,13,9155.86,5,42,HIGH
CUST02789,6,6852.86,20,60,MEDIUM
CUST02790,4,3685.16,7,37,MEDIUM
CUST02791,13,240.48,8,42,LOW
CUST02792,12,5900.67,6,18,MEDIUM
CUST02793,7,1923.77,15,39,LOW
CUST02794,5,4629.84,11,66,MEDIUM
CUST02795,14,932.96,8,67,LOW
CUST02796,13,9338.94,1,52,HIGH
CUST02797,17,5746.95,15,31,MEDIUM
CUST02798,16,9967.42,16,68,HIGH
CUST02799,3,4314.71,22,50,MEDIUM
CUST02800,11,5150.8,17,38,MEDIUM
CUST02801,12,7268.93,17,52,MEDIUM
CUST02802,11,2790.43,1,63,MEDIUM
CUST02803,17,5994.22,16,31,MEDIUM
CUST02804,8,8665.56,8,52,HIGH
CUST02805,12,7358.59,16,56,MEDIUM
CUST02806,14,6876.17,16,34,MEDIUM
CUST02807,4,8463.09,8,52,HIGH
CUST02808,10,4050.56,21,54,MEDIUM
CUST02809,3,5232.01,8,23,MEDIUM
CUST02810,16,4335.72,1,64,MEDIUM
CUST02811,1,5169.04,6,56,MEDIUM
CUST02812,9,8937.11,9,18,HIGH
CUST02813,18,5480.51,12,38,MEDIUM
CUST02814,10,6259.72,11,37,MEDIUM
CUST02815,6,4313.13,19,38,MEDIUM
CUST02816,16,2954.56,2,28,MEDIUM
CUST02817,13,7154.22,5,33,MEDIUM
CUST02818,9,1591.28,12,30,LOW
CUST02819,8,1023.34,6,21,LOW
CUST02820,12,4069.52,3,20,MEDIUM
CUST02821,14,6585.09,18,32,MEDIUM
CUST02822,6,6178.66,1,58,MEDIUM
CUST02823,11,6218.72,6,48,MEDIUM
CUST02824,18,3388.48,22,18,MEDIUM
CUST02825,13,2794.49,21,29,MEDIUM
CUST02826,2,418.39,2,22,LOW
CUST02827,7,7660.87,10,53,HIGH
CUST02828,8,3667.66,1,47,MEDIUM
CUST02829,1,142.25,7,36,LOW
CUST02830,9,9603.24,22,66,HIGH
CUST02831,2,9584.84,10,27,HIGH
CUST02832,5,6524.18,6,28,MEDIUM
CUST02833,1,3494.78,23,61,MEDIUM
CUST02834,10,7472,23,45,MEDIUM
CUST02835,16,7859.59,7,30,HIGH
CUST02836,1,1503.44,3,31,LOW
CUST02837,15,8772.26,22,20,HIGH
CUST02838,14,1578.64,17,42,LOW
CUST02839,16,6878.63,12,51,MEDIUM
CUST02840,9,7781.94,20,22,HIGH
CUST02841,4,9768.97,16,45,HIGH
CUST02842,16,4729.87,21,61,MEDIUM
CUST02843,19,7175.12,3,19,MEDIUM
CUST02844,2,5947,4,33,MEDIUM
CUST02845,2,1536.43,23,23,LOW
CUST02846,6,2910.86,3,50,MEDIUM
CUST02847,18,9763.93,13,20,HIGH
CUST02848,4,8416.4,4,42,HIGH
CUST02849,6,6700.08,15,68,MEDIUM
CUST02850,11,1003.48,9,23,LOW
CUST02851,17,7323.17,13,61,MEDIUM
CUST02852,13,9289.29,23,42,HIGH
CUST02853,16,9879.15,3,30,HIGH
CUST02854,3,9172.66,17,60,HIGH
CUST02855,5,3538.09,10,66,MEDIUM
CUST02856,4,3757.68,9,27,MEDIUM
CUST02857,7,4006.86,2,59,MEDIUM
CUST02858,9,8974.66,11,53,HIGH
CUST02859,12,2822.09,7,60,MEDIUM
CUST02860,18,6999.81,11,56,MEDIUM
CUST02861,17,2200.28,7,19,LOW
CUST02862,2,7019.07,19,24,MEDIUM
CUST02863,7,9282.21,21,68,HIGH
CUST02864,3,4166.72,17,60,MEDIUM
CUST02865,6,2874.5,11,26,MEDIUM
CUST02866,16,9732.1,12,19,HIGH
CUST02867,12,2644.77,18,68,MEDIUM
CUST02868,13,9010.35,2,20,HIGH
CUST02869,15,2691.73,10,62,MEDIUM
CUST02870,19,9574.31,2,62,HIGH
CUST02871,9,1911.2,1,62,LOW
CUST02872,2,9798.73,19,32,HIGH
CUST02873,2,747.64,9,47,LOW
CUST02874,10,316.29,5,38,LOW
CUST02875,19,8765.29,17,64,HIGH
CUST02876,19,4595.11,5,64,MEDIUM
CUST02877,13,8718.25,3,26,HIGH
CUST02878,5,8436.53,20,59,HIGH
CUST02879,1,5039.3,9,43,MEDIUM
CUST02880,16,8624.58,7,46,HIGH
CUST02881,13,6240.26,17,41,MEDIUM
CUST02882,12,7230.75,10,44,MEDIUM
CUST02883,10,6039.65,1,18,MEDIUM
CUST02884,1,9687.28,18,59,HIGH
CUST02885,2,5945.77,3,30,MEDIUM
CUST02886,8,8726.27,6,20,HIGH
CUST02887,4,6762.76,17,25,MEDIUM
CUST02888,1,9629.58,7,41,HIGH
CUST02889,17,3214.07,6,19,MEDIUM
CUST02890,14,4243.84,9,67,MEDIUM
CUST02891,18,1473.52,21,52,LOW
CUST02892,14,6697.67,3,67,MEDIUM
CUST02893,5,4602.97,23,67,MEDIUM
CUST02894,11,5801.6,14,19,MEDIUM
CUST02895,6,5885.75,5,57,MEDIUM
CUST02896,9,5450.06,22,48,MEDIUM
CUST02897,19,7400.3,4,44,MEDIUM
CUST02898,7,2211.23,19,25,LOW
CUST02899,4,9269.66,4,43,HIGH
CUST02900,11,4511.39,4,35,MEDIUM
CUST02901,9,5291.85,11,69,MEDIUM
CUST02902,2,7231.99,17,53,MEDIUM
CUST02903,17,4586.05,12,50,MEDIUM
CUST02904,16,3874.06,12,54,MEDIUM
CUST02905,10,5277.01,4,61,MEDIUM
CUST02906,11,4854.76,11,36,MEDIUM
CUST02907,4,7331.25,4,66,MEDIUM
CUST02908,9,9255.19,12,27,HIGH
CUST02909,12,8144.02,21,26,HIGH
CUST02910,10,500.39,7,61,LOW
CUST02911,6,5295.44,20,66,MEDIUM
CUST02912,14,4062.68,3,46,MEDIUM
CUST02913,15,7144.46,5,56,MEDIUM
CUST02914,16,407.17,10,53,LOW
CUST02915,11,4034.96,19,41,MEDIUM
CUST02916,10,8837.68,22,31,HIGH
CUST02917,13,2118.27,11,23,LOW
CUST02918,19,9149.3,16,35,HIGH
CUST02919,14,6394.89,12,61,MEDIUM
CUST02920,8,3245.01,1,52,MEDIUM
CUST02921,10,6259.86,16,65,MEDIUM
CUST02922,9,5342.53,21,68,MEDIUM
CUST02923,9,1354.42,2,42,LOW
CUST02924,8,8924.59,14,68,HIGH
CUST02925,1,5601.62,13,44,MEDIUM
CUST02926,17,3743.74,13,33,MEDIUM
CUST02927,11,3482.12,4,37,MEDIUM
CUST02928,14,4051.65,22,27,MEDIUM
CUST02929,12,4311.95,11,59,MEDIUM
CUST02930,7,4658.76,10,49,MEDIUM
CUST02931,5,6022.45,7,54,MEDIUM
CUST02932,9,7522.68,20,18,HIGH
CUST02933,6,7154.35,11,68,MEDIUM
CUST02934,6,6067.02,7,43,MEDIUM
CUST02935,1,1682.06,10,68,LOW
CUST02936,2,1855.96,10,51,LOW
CUST02937,15,2144.86,6,33,LOW
CUST02938,12,1495.23,13,49,LOW
CUST02939,10,5066.95,10,19,MEDIUM
CUST02940,18,8742.53,7,39,HIGH
CUST02941,6,5874.24,13,68,MEDIUM
CUST02942,1,679.85,18,35,LOW
CUST02943,13,5568.49,13,59,MEDIUM
CUST02944,16,5997.18,12,23,MEDIUM
CUST02945,10,4869.8,8,23,MEDIUM
CUST02946,13,3497.09,5,32,MEDIUM
CUST02947,8,5993.08,16,29,MEDIUM
CUST02948,9,9845.46,20,18,HIGH
CUST02949,15,442.1,22,29,LOW
CUST02950,14,1459.95,14,34,LOW
CUST02951,11,2378.61,22,47,LOW
CUST02952,1,1151.81,8,25,LOW
CUST02953,8,7308.69,5,28,MEDIUM
CUST02954,15,8158.04,9,65,HIGH
CUST02955,13,647.57,14,54,LOW
CUST02956,4,1865.67,11,63,LOW
CUST02957,7,5476.94,12,22,MEDIUM
CUST02958,2,5515.63,17,64,MEDIUM
CUST02959,5,6106.92,11,28,MEDIUM
CUST02960,14,5026.04,21,38,MEDIUM
CUST02961,18,4763.79,1,26,MEDIUM
CUST02962,11,9448.59,6,21,HIGH
CUST02963,16,5943.65,19,49,MEDIUM
CUST02964,6,9190.95,15,46,HIGH
CUST02965,9,1761.97,10,23,LOW
CUST02966,15,7379.56,8,36,MEDIUM
CUST02967,16,5292.99,5,22,MEDIUM
CUST02968,13,6240.29,7,41,MEDIUM
CUST02969,15,1028.26,22,65,LOW
CUST02970,9,5338.84,20,68,MEDIUM
CUST02971,2,2500.1,8,53,MEDIUM
CUST02972,18,9557.52,13,48,HIGH
CUST02973,8,2883.53,6,35,MEDIUM
CUST02974,17,2719.09,16,46,MEDIUM
CUST02975,13,5978.77,12,48,MEDIUM
CUST02976,2,2692.58,1,26,MEDIUM
CUST02977,1,8687.52,13,27,HIGH
CUST02978,13,1485.14,14,47,LOW
CUST02979,12,8062.24,7,22,HIGH
CUST02980,13,7329.57,1,29,MEDIUM
CUST02981,15,2640.91,6,53,MEDIUM
CUST02982,19,508.41,8,53,LOW
CUST02983,17,5484.09,15,69,MEDIUM
CUST02984,1,3670.98,10,56,MEDIUM
CUST02985,9,9857.14,22,34,HIGH
CUST02986,3,7296.9,9,63,MEDIUM
CUST02987,18,4585.41,11,49,MEDIUM
CUST02988,18,9455.26,17,49,HIGH
CUST02989,8,9451.31,14,67,HIGH
CUST02990,16,6738.2,22,42,MEDIUM
CUST02991,8,7980.47,22,45,HIGH
CUST02992,10,2219.55,4,52,LOW
CUST02993,15,9968.79,20,39,HIGH
CUST02994,16,8096.12,7,35,HIGH
CUST02995,9,6111.63,10,31,MEDIUM
CUST02996,12,1244.52,14,57,LOW
CUST02997,4,2216.75,3,30,LOW
CUST02998,4,6213.76,13,64,MEDIUM
CUST02999,7,6354.7,11,42,MEDIUM
CUST03000,11,5765.11,15,55,MEDIUM
CUST03001,5,9522.43,11,69,HIGH
CUST03002,5,4711.61,14,49,MEDIUM
CUST03003,8,2259.97,22,64,LOW
CUST03004,6,6852.66,11,30,MEDIUM
CUST03005,16,5872.89,17,42,MEDIUM
CUST03006,13,7654.44,4,44,HIGH
CUST03007,16,5926.76,12,30,MEDIUM
CUST03008,15,8482.8,19,69,HIGH
CUST03009,14,521.75,1,31,LOW
CUST03010,2,318.63,13,63,LOW
CUST03011,19,9857.61,5,25,HIGH
CUST03012,15,4930.62,21,66,MEDIUM
CUST03013,3,386.22,11,42,LOW
CUST03014,19,6772.78,15,66,MEDIUM
CUST03015,3,2574.55,10,23,MEDIUM
CUST03016,1,2491.72,6,36,LOW
CUST03017,1,4633.79,7,62,MEDIUM
CUST03018,6,5331.5,17,19,MEDIUM
CUST03019,9,9083.36,10,19,HIGH
CUST03020,13,3881.01,21,26,MEDIUM
CUST03021,1,1680.26,3,39,LOW
CUST03022,4,8450.93,12,49,HIGH
CUST03023,16,8187.65,21,43,HIGH
CUST03024,1,6074.17,21,40,MEDIUM
CUST03025,10,2572.2,8,23,MEDIUM
CUST03026,13,5215.53,10,50,MEDIUM
CUST03027,2,5439.06,14,47,MEDIUM
CUST03028,15,6784.85,3,57,MEDIUM
CUST03029,10,5832.73,20,54,MEDIUM
CUST03030,12,3357.09,21,30,MEDIUM
CUST03031,6,1099.33,14,40,LOW
CUST03032,8,4521.81,5,21,MEDIUM
CUST03033,13,8282.63,15,66,HIGH
CUST03034,8,723.33,15,41,LOW
CUST03035,3,8903.04,6,29,HIGH
CUST03036,10,1514.62,9,50,LOW
CUST03037,1,6610.36,6,40,MEDIUM
CUST03038,18,8567.88,22,27,HIGH
CUST03039,5,2980.63,7,24,MEDIUM
CUST03040,5,2333.37,13,57,LOW
CUST03041,2,2092.17,16,62,LOW
CUST03042,11,3606.77,11,22,MEDIUM
CUST03043,18,7318.77,18,45,MEDIUM
CUST03044,4,6364.22,15,62,MEDIUM
CUST03045,15,6198.72,18,19,MEDIUM
CUST03046,11,5709.55,21,66,MEDIUM
CUST03047,18,3606.63,4,51,MEDIUM
CUST03048,9,607.43,3,61,LOW
CUST03049,7,751.04,21,57,LOW
CUST03050,5,9650.92,11,59,HIGH
CUST03051,4,2661.9,6,67,MEDIUM
CUST03052,8,6248.59,4,57,MEDIUM
CUST03053,1,2379.33,3,19,LOW
CUST03054,19,9326.88,8,26,HIGH
CUST03055,4,8729.26,1,38,HIGH
CUST03056,14,9067.69,16,44,HIGH
CUST03057,7,8761.11,15,53,HIGH
CUST03058,11,5793.74,22,38,MEDIUM
CUST03059,9,4170.59,17,59,MEDIUM
CUST03060,7,3838.27,23,57,MEDIUM
CUST03061,17,8940.22,20,58,HIGH
CUST03062,2,1499.29,12,28,LOW
CUST03063,2,3372.17,13,62,MEDIUM
CUST03064,16,8800.72,20,36,HIGH
CUST03065,15,4484.55,10,41,MEDIUM
CUST03066,3,2218.08,4,45,LOW
CUST03067,2,5241.59,3,20,MEDIUM
CUST03068,6,5538.77,21,27,MEDIUM
CUST03069,7,6887.93,14,61,MEDIUM
CUST03070,15,9987.82,3,19,HIGH
CUST03071,3,2554.92,13,59,MEDIUM
CUST03072,7,9127.6,20,30,HIGH
CUST03073,3,2156.69,21,26,LOW
CUST03074,5,9349.78,4,64,HIGH
CUST03075,8,4053.9,15,35,MEDIUM
CUST03076,10,2279.7,7,42,LOW
CUST03077,1,7059.11,12,58,MEDIUM
CUST03078,10,6719.03,23,34,MEDIUM
CUST03079,10,8054.33,18,36,HIGH
CUST03080,8,1985.6,13,27,LOW
CUST03081,12,926.37,22,26,LOW
CUST03082,6,9005.23,13,44,HIGH
CUST03083,14,5533.94,2,50,MEDIUM
CUST03084,2,1637.22,13,52,LOW
CUST03085,6,8317.34,23,51,HIGH
CUST03086,19,6278.54,4,69,MEDIUM
CUST03087,12,1198.55,7,53,LOW
CUST03088,7,5336.82,2,54,MEDIUM
CUST03089,16,1882.65,11,42,LOW
CUST03090,12,3506.59,3,26,MEDIUM
CUST03091,18,7997.07,20,67,HIGH
CUST03092,7,9953.14,10,48,HIGH
CUST03093,9,5745.68,19,22,MEDIUM
CUST03094,3,7925.17,20,68,HIGH
CUST03095,13,5744.2,22,46,MEDIUM
CUST03096,14,1736.7,19,64,LOW
CUST03097,7,5551.45,13,23,MEDIUM
CUST03098,3,3840.82,2,37,MEDIUM
CUST03099,13,1190.87,9,40,LOW
CUST03100,14,8938.08,10,65,HIGH
CUST03101,3,5660.01,12,20,MEDIUM
CUST03102,4,3661.72,3,62,MEDIUM
CUST03103,7,238.21,13,26,LOW
CUST03104,13,5806.56,7,41,MEDIUM
CUST03105,7,3406.69,17,26,MEDIUM
CUST03106,7,4586.67,9,51,MEDIUM
CUST03107,15,3043.38,9,27,MEDIUM
CUST03108,1,2347.2,14,33,LOW
CUST03109,7,2299.35,20,57,LOW
CUST03110,3,6731.34,19,55,MEDIUM
CUST03111,9,1380.72,1,39,LOW
CUST03112,18,3267.75,17,24,MEDIUM
CUST03113,15,3392.1,12,68,MEDIUM
CUST03114,12,2042.42,19,46,LOW
CUST03115,15,6432.03,21,22,MEDIUM
CUST03116,3,7470.65,23,63,MEDIUM
CUST03117,15,9106.66,6,57,HIGH
CUST03118,10,7537.08,18,62,HIGH
CUST03119,12,9140.63,13,69,HIGH
CUST03120,5,2766.6,10,48,MEDIUM
CUST03121,9,1739.64,12,34,LOW
CUST03122,7,7207.7,10,46,MEDIUM
CUST03123,12,3519.91,11,41,MEDIUM
CUST03124,3,4232.41,18,40,MEDIUM
CUST03125,12,3253.52,11,44,MEDIUM
CUST03126,6,6646.85,6,47,MEDIUM
CUST03127,15,3465.5,23,18,MEDIUM
CUST03128,5,9166.69,11,47,HIGH
CUST03129,12,3636.46,11,56,MEDIUM
CUST03130,17,2146.87,11,68,LOW
CUST03131,4,5162.17,9,51,MEDIUM
CUST03132,18,2957.46,11,29,MEDIUM
CUST03133,7,3415.97,19,33,MEDIUM
CUST03134,3,2335.06,9,18,LOW
CUST03135,19,5095.29,2,36,MEDIUM
CUST03136,17,2100.38,9,25,LOW
CUST03137,5,8880.93,5,51,HIGH
CUST03138,5,3247.16,13,20,MEDIUM
CUST03139,17,326.58,11,55,LOW
CUST03140,1,2036.45,20,57,LOW
CUST03141,6,5677.2,19,30,MEDIUM
CUST03142,4,8837.42,1,67,HIGH
CUST03143,19,7202.77,16,19,MEDIUM
CUST03144,7,8007.72,10,55,HIGH
CUST03145,8,4387.06,8,19,MEDIUM
CUST03146,5,4131.52,3,65,MEDIUM
CUST03147,10,8181.86,23,57,HIGH
CUST03148,7,795.58,9,35,LOW
CUST03149,1,6476.34,21,46,MEDIUM
CUST03150,7,2696.11,22,51,MEDIUM
CUST03151,15,1595.95,14,18,LOW
CUST03152,7,3635.7,21,51,MEDIUM
CUST03153,18,2310.85,18,48,LOW
CUST03154,1,1987.37,16,41,LOW
CUST03155,10,6759.17,8,58,MEDIUM
CUST03156,6,1391.02,15,58,LOW
CUST03157,19,8170.86,4,68,HIGH
CUST03158,2,7663.56,5,29,HIGH
CUST03159,19,1288.99,1,65,LOW
CUST03160,15,6207.44,8,41,MEDIUM
CUST03161,8,4730.6,16,60,MEDIUM
CUST03162,17,241.24,10,35,LOW
CUST03163,10,2592.6,23,63,MEDIUM
CUST03164,17,945.99,10,47,LOW
CUST03165,11,6867.22,19,61,MEDIUM
CUST03166,10,7382.29,5,40,MEDIUM
CUST03167,17,2677.68,7,20,MEDIUM
CUST03168,4,6559.58,13,22,MEDIUM
CUST03169,7,1414.1,7,34,LOW
CUST03170,16,685.3,23,52,LOW
CUST03171,10,7682.81,23,24,HIGH
CUST03172,8,460.34,4,58,LOW
CUST03173,5,5707.09,2,41,MEDIUM
CUST03174,3,6563.27,2,19,MEDIUM
CUST03175,17,8157.79,4,18,HIGH
CUST03176,8,1813.11,22,41,LOW
CUST03177,6,5427.44,23,47,MEDIUM
CUST03178,17,8461.06,11,31,HIGH
CUST03179,14,4905.57,11,18,MEDIUM
CUST03180,18,815.45,4,27,LOW
CUST03181,7,7640.35,15,41,HIGH
CUST03182,4,9619.79,14,29,HIGH
CUST03183,16,3224.01,7,43,MEDIUM
CUST03184,8,649.11,17,42,LOW
CUST03185,15,3325.33,10,68,MEDIUM
CUST03186,15,6237.33,23,46,MEDIUM
CUST03187,10,3340.98,22,49,MEDIUM
CUST03188,7,4166.91,14,44,MEDIUM
CUST03189,19,5304.17,18,59,MEDIUM
CUST03190,14,1773.29,21,46,LOW
CUST03191,11,151.64,5,61,LOW
CUST03192,17,7451.33,17,33,MEDIUM
CUST03193,2,614.25,16,43,LOW
CUST03194,7,3082.62,19,60,MEDIUM
CUST03195,11,8562.15,18,20,HIGH
CUST03196,14,5602.6,8,35,MEDIUM
CUST03197,14,5577.03,20,46,MEDIUM
CUST03198,4,371.06,6,39,LOW
CUST03199,15,2442.82,20,30,LOW
CUST03200,3,1994.24,13,65,LOW
CUST03201,18,7289.47,11,51,MEDIUM
CUST03202,10,9611.7,11,35,HIGH
CUST03203,12,7227.29,12,36,MEDIUM
CUST03204,15,6812.23,14,31,MEDIUM
CUST03205,14,7687.05,8,31,HIGH
CUST03206,13,7247.38,18,68,MEDIUM
CUST03207,14,1492.06,9,25,LOW
CUST03208,5,7641.27,8,48,HIGH
CUST03209,3,820.74,13,41,LOW
CUST03210,3,2300.24,3,28,LOW
CUST03211,13,5222.2,22,55,MEDIUM
CUST03212,12,9299.89,5,48,HIGH
CUST03213,1,8988.63,18,54,HIGH
CUST03214,2,7027.84,6,38,MEDIUM
CUST03215,3,291.86,6,59,LOW
CUST03216,12,274.06,4,24,LOW
CUST03217,9,966.77,15,41,LOW
CUST03218,11,7557.7,11,25,HIGH
CUST03219,13,4467.7,19,65,MEDIUM
CUST03220,11,8274.12,11,46,HIGH
CUST03221,18,4959.54,7,68,MEDIUM
CUST03222,6,7557.96,11,53,HIGH
CUST03223,15,1767.19,17,28,LOW
CUST03224,18,9604.88,19,18,HIGH
CUST03225,3,1609.27,1,27,LOW
CUST03226,12,910.97,17,44,LOW
CUST03227,10,8493.75,10,36,HIGH
CUST03228,1,4568.98,7,63,MEDIUM
CUST03229,10,797.44,5,35,LOW
CUST03230,5,6854.68,3,46,MEDIUM
CUST03231,14,3787.53,23,38,MEDIUM
CUST03232,13,9049.41,8,61,HIGH
CUST03233,3,843.52,2,26,LOW
CUST03234,19,2590.28,2,59,MEDIUM
CUST03235,14,8724.6,14,22,HIGH
CUST03236,10,3330.82,15,63,MEDIUM
CUST03237,12,7636.41,9,30,HIGH
CUST03238,14,6554.28,7,22,MEDIUM
CUST03239,1,8078.86,13,67,HIGH
CUST03240,1,5059.8,5,48,MEDIUM
CUST03241,13,7711.59,6,48,HIGH
CUST03242,12,3555.11,14,18,MEDIUM
CUST03243,7,8058.83,22,62,HIGH
CUST03244,18,590.33,3,21,LOW
CUST03245,13,9256.57,9,30,HIGH
CUST03246,8,7877.32,6,19,HIGH
CUST03247,8,5228.72,22,59,MEDIUM
CUST03248,15,9944.67,1,51,HIGH
CUST03249,18,9990.06,12,58,HIGH
CUST03250,13,9967.81,14,62,HIGH
CUST03251,1,847.24,5,40,LOW
CUST03252,8,8348.9,8,32,HIGH
CUST03253,14,9190.05,9,55,HIGH
CUST03254,16,3560.22,3,29,MEDIUM
CUST03255,5,7709.01,19,25,HIGH
CUST03256,7,4924.06,4,54,MEDIUM
CUST03257,7,4485.69,21,69,MEDIUM
CUST03258,13,1579.1,6,26,LOW
CUST03259,3,1993.26,22,40,LOW
CUST03260,12,5842.88,4,37,MEDIUM
CUST03261,7,6586.93,3,64,MEDIUM
CUST03262,12,2201.07,7,42,LOW
CUST03263,9,4875.47,5,22,MEDIUM
CUST03264,12,3330.6,3,54,MEDIUM
CUST03265,9,9159.99,2,67,HIGH
CUST03266,3,4699.83,21,21,MEDIUM
CUST03267,13,8216.77,20,51,HIGH
CUST03268,19,9244.5,7,18,HIGH
CUST03269,18,3017.36,2,66,MEDIUM
CUST03270,9,9387.04,3,47,HIGH
CUST03271,6,1097.25,13,58,LOW
CUST03272,5,9770.12,8,24,HIGH
CUST03273,14,207.22,6,20,LOW
CUST03274,1,5885.79,15,64,MEDIUM
CUST03275,12,4332.45,10,30,MEDIUM
CUST03276,7,257.4,10,63,LOW
CUST03277,1,5873.27,14,46,MEDIUM
CUST03278,4,4347.39,20,28,MEDIUM
CUST03279,7,3449.31,2,68,MEDIUM
CUST03280,19,8008.93,10,26,HIGH
CUST03281,2,2120.08,9,58,LOW
CUST03282,17,4656.75,1,52,MEDIUM
CUST03283,5,1398.98,14,69,LOW
CUST03284,18,9296.89,3,35,HIGH
CUST03285,3,2002.94,21,22,LOW
CUST03286,2,5124.95,9,60,MEDIUM
CUST03287,2,1277.52,9,38,LOW
CUST03288,10,5369.59,10,32,MEDIUM
CUST03289,6,3739.79,5,35,MEDIUM
CUST03290,13,6841.84,14,42,MEDIUM
CUST03291,6,9776.84,8,43,HIGH
CUST03292,14,6657.61,22,31,MEDIUM
CUST03293,3,1863.72,9,33,LOW
CUST03294,16,8019.59,6,22,HIGH
